	 -1.00	 -0.99	 -0.98	 -0.97	 -0.96	 -0.95	 -0.94	 -0.93	 -0.92	 -0.91	 -0.90	 -0.89	 -0.88	 -0.87	 -0.86	 -0.85	 -0.84	 -0.83	 -0.82	 -0.81	 -0.80	 -0.79	 -0.78	 -0.77	 -0.76	 -0.75	 -0.74	 -0.73	 -0.72	 -0.71	 -0.70	 -0.69	 -0.68	 -0.67	 -0.66	 -0.65	 -0.64	 -0.63	 -0.62	 -0.61	 -0.60	 -0.59	 -0.58	 -0.57	 -0.56	 -0.55	 -0.54	 -0.53	 -0.52	 -0.51	 -0.50	 -0.49	 -0.48	 -0.47	 -0.46	 -0.45	 -0.44	 -0.43	 -0.42	 -0.41	 -0.40	 -0.39	 -0.38	 -0.37	 -0.36	 -0.35	 -0.34	 -0.33	 -0.32	 -0.31	 -0.30	 -0.29	 -0.28	 -0.27	 -0.26	 -0.25	 -0.24	 -0.23	 -0.22	 -0.21	 -0.20	 -0.19	 -0.18	 -0.17	 -0.16	 -0.15	 -0.14	 -0.13	 -0.12	 -0.11	 -0.10	 -0.09	 -0.08	 -0.07	 -0.06	 -0.05	 -0.04	 -0.03	 -0.02	 -0.01	  0.00	  0.01	  0.02	  0.03	  0.04	  0.05	  0.06	  0.07	  0.08	  0.09	  0.10	  0.11	  0.12	  0.13	  0.14	  0.15	  0.16	  0.17	  0.18	  0.19	  0.20	  0.21	  0.22	  0.23	  0.24	  0.25	  0.26	  0.27	  0.28	  0.29	  0.30	  0.31	  0.32	  0.33	  0.34	  0.35	  0.36	  0.37	  0.38	  0.39	  0.40	  0.41	  0.42	  0.43	  0.44	  0.45	  0.46	  0.47	  0.48	  0.49	  0.50	  0.51	  0.52	  0.53	  0.54	  0.55	  0.56	  0.57	  0.58	  0.59	  0.60	  0.61	  0.62	  0.63	  0.64	  0.65	  0.66	  0.67	  0.68	  0.69	  0.70	  0.71	  0.72	  0.73	  0.74	  0.75	  0.76	  0.77	  0.78	  0.79	  0.80	  0.81	  0.82	  0.83	  0.84	  0.85	  0.86	  0.87	  0.88	  0.89	  0.90	  0.91	  0.92	  0.93	  0.94	  0.95	  0.96	  0.97	  0.98	  0.99
0.00	0.000000	0.020000	0.040000	0.060000	0.080000	0.100000	0.120000	0.140000	0.160000	0.180000	0.200000	0.220000	0.240000	0.260000	0.280000	0.300000	0.320000	0.340000	0.360000	0.380000	0.400000	0.420000	0.440000	0.460000	0.480000	0.500000	0.520000	0.540000	0.560000	0.580000	0.600000	0.620000	0.640000	0.660000	0.680000	0.700000	0.720000	0.740000	0.760000	0.780000	0.800000	0.820000	0.840000	0.860000	0.880000	0.900000	0.920000	0.940000	0.960000	0.980000	1.000000	1.020000	1.040000	1.060000	1.080000	1.100000	1.120000	1.140000	1.160000	1.180000	1.200000	1.220000	1.240000	1.260000	1.280000	1.300000	1.320000	1.340000	1.360000	1.380000	1.400000	1.420000	1.440000	1.460000	1.480000	1.500000	1.520000	1.540000	1.560000	1.580000	1.600000	1.620000	1.640000	1.660000	1.680000	1.700000	1.720000	1.740000	1.760000	1.780000	1.800000	1.820000	1.840000	1.860000	1.880000	1.900000	1.920000	1.940000	1.960000	1.980000	2.000000	1.980000	1.960000	1.940000	1.920000	1.900000	1.880000	1.860000	1.840000	1.820000	1.800000	1.780000	1.760000	1.740000	1.720000	1.700000	1.680000	1.660000	1.640000	1.620000	1.600000	1.580000	1.560000	1.540000	1.520000	1.500000	1.480000	1.460000	1.440000	1.420000	1.400000	1.380000	1.360000	1.340000	1.320000	1.300000	1.280000	1.260000	1.240000	1.220000	1.200000	1.180000	1.160000	1.140000	1.120000	1.100000	1.080000	1.060000	1.040000	1.020000	1.000000	0.980000	0.960000	0.940000	0.920000	0.900000	0.880000	0.860000	0.840000	0.820000	0.800000	0.780000	0.760000	0.740000	0.720000	0.700000	0.680000	0.660000	0.640000	0.620000	0.600000	0.580000	0.560000	0.540000	0.520000	0.500000	0.480000	0.460000	0.440000	0.420000	0.400000	0.380000	0.360000	0.340000	0.320000	0.300000	0.280000	0.260000	0.240000	0.220000	0.200000	0.180000	0.160000	0.140000	0.120000	0.100000	0.080000	0.060000	0.040000	0.020000	
0.01	0.000000	0.008453	0.028453	0.048453	0.068453	0.088453	0.108453	0.128453	0.148453	0.168453	0.188453	0.208453	0.228453	0.248453	0.268453	0.288453	0.308453	0.328453	0.348453	0.368453	0.388453	0.408453	0.428453	0.448453	0.468453	0.488453	0.508453	0.528453	0.548453	0.568453	0.588453	0.608453	0.628453	0.648453	0.668453	0.688453	0.708453	0.728453	0.748453	0.768453	0.788453	0.808453	0.828453	0.848453	0.868453	0.888453	0.908453	0.928453	0.948453	0.968453	0.988453	1.008453	1.028453	1.048453	1.068453	1.088453	1.108453	1.128453	1.148453	1.168453	1.188453	1.208453	1.228453	1.248453	1.268453	1.288453	1.308453	1.328453	1.348453	1.368453	1.388453	1.408453	1.428453	1.448453	1.468453	1.488453	1.508453	1.528453	1.548453	1.568453	1.588453	1.608453	1.628453	1.648453	1.668453	1.688453	1.708453	1.728453	1.748453	1.768453	1.788453	1.808453	1.828453	1.848453	1.868453	1.888453	1.908453	1.928453	1.948453	1.968453	1.988453	1.968453	1.948453	1.928453	1.908453	1.888453	1.868453	1.848453	1.828453	1.808453	1.788453	1.768453	1.748453	1.728453	1.708453	1.688453	1.668453	1.648453	1.628453	1.608453	1.588453	1.568453	1.548453	1.528453	1.508453	1.488453	1.468453	1.448453	1.428453	1.408453	1.388453	1.368453	1.348453	1.328453	1.308453	1.288453	1.268453	1.248453	1.228453	1.208453	1.188453	1.168453	1.148453	1.128453	1.108453	1.088453	1.068453	1.048453	1.028453	1.008453	0.988453	0.968453	0.948453	0.928453	0.908453	0.888453	0.868453	0.848453	0.828453	0.808453	0.788453	0.768453	0.748453	0.728453	0.708453	0.688453	0.668453	0.648453	0.628453	0.608453	0.588453	0.568453	0.548453	0.528453	0.508453	0.488453	0.468453	0.448453	0.428453	0.408453	0.388453	0.368453	0.348453	0.328453	0.308453	0.288453	0.268453	0.248453	0.228453	0.208453	0.188453	0.168453	0.148453	0.128453	0.108453	0.088453	0.068453	0.048453	0.028453	0.000000	
0.02	0.000000	0.000000	0.016906	0.036906	0.056906	0.076906	0.096906	0.116906	0.136906	0.156906	0.176906	0.196906	0.216906	0.236906	0.256906	0.276906	0.296906	0.316906	0.336906	0.356906	0.376906	0.396906	0.416906	0.436906	0.456906	0.476906	0.496906	0.516906	0.536906	0.556906	0.576906	0.596906	0.616906	0.636906	0.656906	0.676906	0.696906	0.716906	0.736906	0.756906	0.776906	0.796906	0.816906	0.836906	0.856906	0.876906	0.896906	0.916906	0.936906	0.956906	0.976906	0.996906	1.016906	1.036906	1.056906	1.076906	1.096906	1.116906	1.136906	1.156906	1.176906	1.196906	1.216906	1.236906	1.256906	1.276906	1.296906	1.316906	1.336906	1.356906	1.376906	1.396906	1.416906	1.436906	1.456906	1.476906	1.496906	1.516906	1.536906	1.556906	1.576906	1.596906	1.616906	1.636906	1.656906	1.676906	1.696906	1.716906	1.736906	1.756906	1.776906	1.796906	1.816906	1.836906	1.856906	1.876906	1.896906	1.916906	1.936906	1.956906	1.976906	1.956906	1.936906	1.916906	1.896906	1.876906	1.856906	1.836906	1.816906	1.796906	1.776906	1.756906	1.736906	1.716906	1.696906	1.676906	1.656906	1.636906	1.616906	1.596906	1.576906	1.556906	1.536906	1.516906	1.496906	1.476906	1.456906	1.436906	1.416906	1.396906	1.376906	1.356906	1.336906	1.316906	1.296906	1.276906	1.256906	1.236906	1.216906	1.196906	1.176906	1.156906	1.136906	1.116906	1.096906	1.076906	1.056906	1.036906	1.016906	0.996906	0.976906	0.956906	0.936906	0.916906	0.896906	0.876906	0.856906	0.836906	0.816906	0.796906	0.776906	0.756906	0.736906	0.716906	0.696906	0.676906	0.656906	0.636906	0.616906	0.596906	0.576906	0.556906	0.536906	0.516906	0.496906	0.476906	0.456906	0.436906	0.416906	0.396906	0.376906	0.356906	0.336906	0.316906	0.296906	0.276906	0.256906	0.236906	0.216906	0.196906	0.176906	0.156906	0.136906	0.116906	0.096906	0.076906	0.056906	0.000000	0.000000	0.000000	
0.03	0.000000	0.000000	0.005359	0.025359	0.045359	0.065359	0.085359	0.105359	0.125359	0.145359	0.165359	0.185359	0.205359	0.225359	0.245359	0.265359	0.285359	0.305359	0.325359	0.345359	0.365359	0.385359	0.405359	0.425359	0.445359	0.465359	0.485359	0.505359	0.525359	0.545359	0.565359	0.585359	0.605359	0.625359	0.645359	0.665359	0.685359	0.705359	0.725359	0.745359	0.765359	0.785359	0.805359	0.825359	0.845359	0.865359	0.885359	0.905359	0.925359	0.945359	0.965359	0.985359	1.005359	1.025359	1.045359	1.065359	1.085359	1.105359	1.125359	1.145359	1.165359	1.185359	1.205359	1.225359	1.245359	1.265359	1.285359	1.305359	1.325359	1.345359	1.365359	1.385359	1.405359	1.425359	1.445359	1.465359	1.485359	1.505359	1.525359	1.545359	1.565359	1.585359	1.605359	1.625359	1.645359	1.665359	1.685359	1.705359	1.725359	1.745359	1.765359	1.785359	1.805359	1.825359	1.845359	1.865359	1.885359	1.905359	1.925359	1.945359	1.965359	1.945359	1.925359	1.905359	1.885359	1.865359	1.845359	1.825359	1.805359	1.785359	1.765359	1.745359	1.725359	1.705359	1.685359	1.665359	1.645359	1.625359	1.605359	1.585359	1.565359	1.545359	1.525359	1.505359	1.485359	1.465359	1.445359	1.425359	1.405359	1.385359	1.365359	1.345359	1.325359	1.305359	1.285359	1.265359	1.245359	1.225359	1.205359	1.185359	1.165359	1.145359	1.125359	1.105359	1.085359	1.065359	1.045359	1.025359	1.005359	0.985359	0.965359	0.945359	0.925359	0.905359	0.885359	0.865359	0.845359	0.825359	0.805359	0.785359	0.765359	0.745359	0.725359	0.705359	0.685359	0.665359	0.645359	0.625359	0.605359	0.585359	0.565359	0.545359	0.525359	0.505359	0.485359	0.465359	0.445359	0.425359	0.405359	0.385359	0.365359	0.345359	0.325359	0.305359	0.285359	0.265359	0.245359	0.225359	0.205359	0.185359	0.165359	0.145359	0.125359	0.105359	0.085359	0.000000	0.000000	0.000000	0.000000	0.000000	
0.04	0.000000	0.000000	0.000000	0.013812	0.033812	0.053812	0.073812	0.093812	0.113812	0.133812	0.153812	0.173812	0.193812	0.213812	0.233812	0.253812	0.273812	0.293812	0.313812	0.333812	0.353812	0.373812	0.393812	0.413812	0.433812	0.453812	0.473812	0.493812	0.513812	0.533812	0.553812	0.573812	0.593812	0.613812	0.633812	0.653812	0.673812	0.693812	0.713812	0.733812	0.753812	0.773812	0.793812	0.813812	0.833812	0.853812	0.873812	0.893812	0.913812	0.933812	0.953812	0.973812	0.993812	1.013812	1.033812	1.053812	1.073812	1.093812	1.113812	1.133812	1.153812	1.173812	1.193812	1.213812	1.233812	1.253812	1.273812	1.293812	1.313812	1.333812	1.353812	1.373812	1.393812	1.413812	1.433812	1.453812	1.473812	1.493812	1.513812	1.533812	1.553812	1.573812	1.593812	1.613812	1.633812	1.653812	1.673812	1.693812	1.713812	1.733812	1.753812	1.773812	1.793812	1.813812	1.833812	1.853812	1.873812	1.893812	1.913812	1.933812	1.953812	1.933812	1.913812	1.893812	1.873812	1.853812	1.833812	1.813812	1.793812	1.773812	1.753812	1.733812	1.713812	1.693812	1.673812	1.653812	1.633812	1.613812	1.593812	1.573812	1.553812	1.533812	1.513812	1.493812	1.473812	1.453812	1.433812	1.413812	1.393812	1.373812	1.353812	1.333812	1.313812	1.293812	1.273812	1.253812	1.233812	1.213812	1.193812	1.173812	1.153812	1.133812	1.113812	1.093812	1.073812	1.053812	1.033812	1.013812	0.993812	0.973812	0.953812	0.933812	0.913812	0.893812	0.873812	0.853812	0.833812	0.813812	0.793812	0.773812	0.753812	0.733812	0.713812	0.693812	0.673812	0.653812	0.633812	0.613812	0.593812	0.573812	0.553812	0.533812	0.513812	0.493812	0.473812	0.453812	0.433812	0.413812	0.393812	0.373812	0.353812	0.333812	0.313812	0.293812	0.273812	0.253812	0.233812	0.213812	0.193812	0.173812	0.153812	0.133812	0.113812	0.093812	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
0.05	0.000000	0.000000	0.000000	0.002265	0.022265	0.042265	0.062265	0.082265	0.102265	0.122265	0.142265	0.162265	0.182265	0.202265	0.222265	0.242265	0.262265	0.282265	0.302265	0.322265	0.342265	0.362265	0.382265	0.402265	0.422265	0.442265	0.462265	0.482265	0.502265	0.522265	0.542265	0.562265	0.582265	0.602265	0.622265	0.642265	0.662265	0.682265	0.702265	0.722265	0.742265	0.762265	0.782265	0.802265	0.822265	0.842265	0.862265	0.882265	0.902265	0.922265	0.942265	0.962265	0.982265	1.002265	1.022265	1.042265	1.062265	1.082265	1.102265	1.122265	1.142265	1.162265	1.182265	1.202265	1.222265	1.242265	1.262265	1.282265	1.302265	1.322265	1.342265	1.362265	1.382265	1.402265	1.422265	1.442265	1.462265	1.482265	1.502265	1.522265	1.542265	1.562265	1.582265	1.602265	1.622265	1.642265	1.662265	1.682265	1.702265	1.722265	1.742265	1.762265	1.782265	1.802265	1.822265	1.842265	1.862265	1.882265	1.902265	1.922265	1.942265	1.922265	1.902265	1.882265	1.862265	1.842265	1.822265	1.802265	1.782265	1.762265	1.742265	1.722265	1.702265	1.682265	1.662265	1.642265	1.622265	1.602265	1.582265	1.562265	1.542265	1.522265	1.502265	1.482265	1.462265	1.442265	1.422265	1.402265	1.382265	1.362265	1.342265	1.322265	1.302265	1.282265	1.262265	1.242265	1.222265	1.202265	1.182265	1.162265	1.142265	1.122265	1.102265	1.082265	1.062265	1.042265	1.022265	1.002265	0.982265	0.962265	0.942265	0.922265	0.902265	0.882265	0.862265	0.842265	0.822265	0.802265	0.782265	0.762265	0.742265	0.722265	0.702265	0.682265	0.662265	0.642265	0.622265	0.602265	0.582265	0.562265	0.542265	0.522265	0.502265	0.482265	0.462265	0.442265	0.422265	0.402265	0.382265	0.362265	0.342265	0.322265	0.302265	0.282265	0.262265	0.242265	0.222265	0.202265	0.182265	0.162265	0.142265	0.122265	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
0.06	0.000000	0.000000	0.000000	0.000000	0.010718	0.030718	0.050718	0.070718	0.090718	0.110718	0.130718	0.150718	0.170718	0.190718	0.210718	0.230718	0.250718	0.270718	0.290718	0.310718	0.330718	0.350718	0.370718	0.390718	0.410718	0.430718	0.450718	0.470718	0.490718	0.510718	0.530718	0.550718	0.570718	0.590718	0.610718	0.630718	0.650718	0.670718	0.690718	0.710718	0.730718	0.750718	0.770718	0.790718	0.810718	0.830718	0.850718	0.870718	0.890718	0.910718	0.930718	0.950718	0.970718	0.990718	1.010718	1.030718	1.050718	1.070718	1.090718	1.110718	1.130718	1.150718	1.170718	1.190718	1.210718	1.230718	1.250718	1.270718	1.290718	1.310718	1.330718	1.350718	1.370718	1.390718	1.410718	1.430718	1.450718	1.470718	1.490718	1.510718	1.530718	1.550718	1.570718	1.590718	1.610718	1.630718	1.650718	1.670718	1.690718	1.710718	1.730718	1.750718	1.770718	1.790718	1.810718	1.830718	1.850718	1.870718	1.890718	1.910718	1.930718	1.910718	1.890718	1.870718	1.850718	1.830718	1.810718	1.790718	1.770718	1.750718	1.730718	1.710718	1.690718	1.670718	1.650718	1.630718	1.610718	1.590718	1.570718	1.550718	1.530718	1.510718	1.490718	1.470718	1.450718	1.430718	1.410718	1.390718	1.370718	1.350718	1.330718	1.310718	1.290718	1.270718	1.250718	1.230718	1.210718	1.190718	1.170718	1.150718	1.130718	1.110718	1.090718	1.070718	1.050718	1.030718	1.010718	0.990718	0.970718	0.950718	0.930718	0.910718	0.890718	0.870718	0.850718	0.830718	0.810718	0.790718	0.770718	0.750718	0.730718	0.710718	0.690718	0.670718	0.650718	0.630718	0.610718	0.590718	0.570718	0.550718	0.530718	0.510718	0.490718	0.470718	0.450718	0.430718	0.410718	0.390718	0.370718	0.350718	0.330718	0.310718	0.290718	0.270718	0.250718	0.230718	0.210718	0.190718	0.170718	0.150718	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
0.07	0.000000	0.000000	0.000000	0.000000	0.000000	0.019171	0.039171	0.059171	0.079171	0.099171	0.119171	0.139171	0.159171	0.179171	0.199171	0.219171	0.239171	0.259171	0.279171	0.299171	0.319171	0.339171	0.359171	0.379171	0.399171	0.419171	0.439171	0.459171	0.479171	0.499171	0.519171	0.539171	0.559171	0.579171	0.599171	0.619171	0.639171	0.659171	0.679171	0.699171	0.719171	0.739171	0.759171	0.779171	0.799171	0.819171	0.839171	0.859171	0.879171	0.899171	0.919171	0.939171	0.959171	0.979171	0.999171	1.019171	1.039171	1.059171	1.079171	1.099171	1.119171	1.139171	1.159171	1.179171	1.199171	1.219171	1.239171	1.259171	1.279171	1.299171	1.319171	1.339171	1.359171	1.379171	1.399171	1.419171	1.439171	1.459171	1.479171	1.499171	1.519171	1.539171	1.559171	1.579171	1.599171	1.619171	1.639171	1.659171	1.679171	1.699171	1.719171	1.739171	1.759171	1.779171	1.799171	1.819171	1.839171	1.859171	1.879171	1.899171	1.919171	1.899171	1.879171	1.859171	1.839171	1.819171	1.799171	1.779171	1.759171	1.739171	1.719171	1.699171	1.679171	1.659171	1.639171	1.619171	1.599171	1.579171	1.559171	1.539171	1.519171	1.499171	1.479171	1.459171	1.439171	1.419171	1.399171	1.379171	1.359171	1.339171	1.319171	1.299171	1.279171	1.259171	1.239171	1.219171	1.199171	1.179171	1.159171	1.139171	1.119171	1.099171	1.079171	1.059171	1.039171	1.019171	0.999171	0.979171	0.959171	0.939171	0.919171	0.899171	0.879171	0.859171	0.839171	0.819171	0.799171	0.779171	0.759171	0.739171	0.719171	0.699171	0.679171	0.659171	0.639171	0.619171	0.599171	0.579171	0.559171	0.539171	0.519171	0.499171	0.479171	0.459171	0.439171	0.419171	0.399171	0.379171	0.359171	0.339171	0.319171	0.299171	0.279171	0.259171	0.239171	0.219171	0.199171	0.179171	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
0.08	0.000000	0.000000	0.000000	0.000000	0.000000	0.007624	0.027624	0.047624	0.067624	0.087624	0.107624	0.127624	0.147624	0.167624	0.187624	0.207624	0.227624	0.247624	0.267624	0.287624	0.307624	0.327624	0.347624	0.367624	0.387624	0.407624	0.427624	0.447624	0.467624	0.487624	0.507624	0.527624	0.547624	0.567624	0.587624	0.607624	0.627624	0.647624	0.667624	0.687624	0.707624	0.727624	0.747624	0.767624	0.787624	0.807624	0.827624	0.847624	0.867624	0.887624	0.907624	0.927624	0.947624	0.967624	0.987624	1.007624	1.027624	1.047624	1.067624	1.087624	1.107624	1.127624	1.147624	1.167624	1.187624	1.207624	1.227624	1.247624	1.267624	1.287624	1.307624	1.327624	1.347624	1.367624	1.387624	1.407624	1.427624	1.447624	1.467624	1.487624	1.507624	1.527624	1.547624	1.567624	1.587624	1.607624	1.627624	1.647624	1.667624	1.687624	1.707624	1.727624	1.747624	1.767624	1.787624	1.807624	1.827624	1.847624	1.867624	1.887624	1.907624	1.887624	1.867624	1.847624	1.827624	1.807624	1.787624	1.767624	1.747624	1.727624	1.707624	1.687624	1.667624	1.647624	1.627624	1.607624	1.587624	1.567624	1.547624	1.527624	1.507624	1.487624	1.467624	1.447624	1.427624	1.407624	1.387624	1.367624	1.347624	1.327624	1.307624	1.287624	1.267624	1.247624	1.227624	1.207624	1.187624	1.167624	1.147624	1.127624	1.107624	1.087624	1.067624	1.047624	1.027624	1.007624	0.987624	0.967624	0.947624	0.927624	0.907624	0.887624	0.867624	0.847624	0.827624	0.807624	0.787624	0.767624	0.747624	0.727624	0.707624	0.687624	0.667624	0.647624	0.627624	0.607624	0.587624	0.567624	0.547624	0.527624	0.507624	0.487624	0.467624	0.447624	0.427624	0.407624	0.387624	0.367624	0.347624	0.327624	0.307624	0.287624	0.267624	0.247624	0.227624	0.207624	0.187624	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
